"CoreID","Site","plot.id","tree.number","stems","total.cores","core.id","pith.present","pith.yr","inner.present","inner.measured","outer.measured","bark.present","inner.dated","outer.dated","dated","Notes","zombie","species","canopy.class","live.dead","dbh","plot"
"HOW3072N","Howland",3,72,1,2,"N",NA,NA,1862,1862,2013,"Y",1862,2013,"Y",NA,NA,"TSCA","C","LIVE",31.2,"3"
"HOW3072S","Howland",3,72,1,2,"S",NA,NA,1930,1930,2013,"Y",1930,2013,"Y",NA,NA,"TSCA","C","LIVE",31.2,"3"
"HOW3073E","Howland",3,73,1,2,"E",NA,NA,1847,1847,2013,"Y",1847,2013,"Y",NA,NA,"ACRU","C","LIVE",27,"3"
"HOW3073W","Howland",3,73,1,2,"W",NA,NA,1888,1888,2013,"Y",1888,2013,"Y",NA,NA,"ACRU","C","LIVE",27,"3"
"HOW3074S","Howland",3,74,1,2,"S",NA,NA,1859,1859,2007,"Y",1859,2007,"Y",NA,NA,"TSCA","S","LIVE",17,"3"
"HOW3074N","Howland",3,74,1,2,"N",NA,NA,1859,1859,2008,"Y",1859,2008,"Y",NA,NA,"TSCA","S","LIVE",17,"3"
"HOW3075E","Howland",3,75,1,2,"E",NA,NA,1884,1884,2013,"Y",1884,2013,"Y",NA,NA,"TSCA","C","LIVE",18.7,"3"
"HOW3075W","Howland",3,75,1,2,"W",NA,NA,1884,1884,2013,"Y",1884,2013,"Y",NA,NA,"TSCA","C","LIVE",18.7,"3"
"HOW3076E","Howland",3,76,1,2,"E",NA,NA,1881,1881,2013,"Y",1881,2013,"Y",NA,NA,"TSCA","C","LIVE",42.8,"3"
"HOW3076W","Howland",3,76,1,2,"W",NA,NA,1879,1879,2013,"Y",1879,2013,"Y",NA,NA,"TSCA","C","LIVE",42.8,"3"
"HOW3077N","Howland",3,77,1,2,"N",NA,NA,1895,1895,2013,"Y",1895,2013,"Y",NA,NA,"TSCA","C","LIVE",30.5,"3"
"HOW3077S","Howland",3,77,1,2,"S",NA,NA,1895,1895,2013,"Y",1895,2013,"Y",NA,NA,"TSCA","C","LIVE",30.5,"3"
"HOW3078N","Howland",3,78,1,2,"N",NA,NA,1874,1874,2013,"Y",1874,2013,"Y",NA,NA,"TSCA","C","LIVE",36,"3"
"HOW3078S","Howland",3,78,1,2,"S",NA,NA,1858,1858,2013,"Y",1858,2013,"Y",NA,NA,"TSCA","C","LIVE",36,"3"
"HOW3079E","Howland",3,79,1,2,"E",NA,NA,1863,1863,2012,"Y",1863,2012,"Y",NA,NA,"TSCA","I","LIVE",22,"3"
"HOW3079W","Howland",3,79,1,2,"W",NA,NA,1864,1864,2009,"Y",1864,2009,"Y",NA,NA,"TSCA","I","LIVE",22,"3"
"HOW3080W","Howland",3,80,1,2,"W",NA,NA,1940,1940,2013,"Y",1940,2013,"Y",NA,NA,"TSCA","C","LIVE",34,"3"
"HOW3080E","Howland",3,80,1,2,"E",NA,NA,1940,1940,2013,"Y",1940,2013,"Y",NA,NA,"TSCA","C","LIVE",34,"3"
"HOW3081E","Howland",3,81,1,2,"E",NA,NA,1956,1956,2012,"Y",1956,2012,"Y",NA,NA,"TSCA","C","LIVE",26.6,"3"
"HOW3081W","Howland",3,81,1,2,"W",NA,NA,1957,1957,2012,"Y",1957,2012,"Y",NA,NA,"TSCA","C","LIVE",26.6,"3"
"HOW3082E","Howland",3,82,1,2,"E",NA,NA,1920,1920,2013,"Y",1920,2013,"Y",NA,NA,"ACRU","C","LIVE",39.2,"3"
"HOW3082W","Howland",3,82,1,2,"W",NA,NA,1915,1915,2013,"Y",1915,2013,"Y",NA,NA,"ACRU","C","LIVE",39.2,"3"
"HOW3083N","Howland",3,83,1,2,"N",NA,NA,1897,1897,2013,"Y",1897,2013,"Y",NA,NA,"TSCA","C","LIVE",43.4,"3"
"HOW3083S","Howland",3,83,1,2,"S",NA,NA,1870,1870,2012,"Y",1870,2012,"Y",NA,NA,"TSCA","C","LIVE",43.4,"3"
"HOW3084N","Howland",3,84,1,2,"N",NA,NA,1889,1889,2013,"Y",1889,2013,"Y",NA,NA,"TSCA","D","LIVE",47.1,"3"
"HOW3084S","Howland",3,84,1,2,"S",NA,NA,1865,1865,2013,"Y",1865,2013,"Y",NA,NA,"TSCA","D","LIVE",47.1,"3"
"HOW3085E","Howland",3,85,1,2,"E",NA,NA,1920,1920,2012,"Y",1920,2012,"Y",NA,NA,"PCRU","I","LIVE",12.2,"3"
"HOW3085W","Howland",3,85,1,2,"W",NA,NA,1921,1921,2013,"Y",1921,2013,"Y",NA,NA,"PCRU","I","LIVE",12.2,"3"
"HOW3086S","Howland",3,86,1,2,"S",NA,NA,1944,1944,2013,"Y",1944,2013,"Y",NA,NA,"TSCA","I","LIVE",13.9,"3"
"HOW3086N","Howland",3,86,1,2,"N",NA,NA,1944,1944,2013,"Y",1944,2013,"Y",NA,NA,"TSCA","I","LIVE",13.9,"3"
"HOW3087E","Howland",3,87,1,2,"E",NA,NA,1956,1956,2012,"Y",1956,2012,"Y",NA,NA,"TSCA","I","LIVE",22.8,"3"
"HOW3087W","Howland",3,87,1,2,"W",NA,NA,1957,1957,2012,"Y",1957,2012,"Y",NA,NA,"TSCA","I","LIVE",22.8,"3"
"HOW3088E","Howland",3,88,1,2,"E",NA,NA,1912,1912,2013,"Y",1912,2013,"Y",NA,NA,"PCRU","D","LIVE",37.1,"3"
"HOW3088W","Howland",3,88,1,2,"W",NA,NA,1905,1905,2013,"Y",1905,2013,"Y",NA,NA,"PCRU","D","LIVE",37.1,"3"
"TP1001E","Harvard",1,1,1,2,"E","Y",1955,1955,1955,2012,"Y",1955,2012,"Y",NA,NA,"BEAL","S","LIVE",18,"1"
"TP1001S","Harvard",1,1,1,2,"S","Y",1955,1955,1955,2012,"Y",1955,2012,"Y",NA,NA,"BEAL","S","LIVE",18,"1"
"TP1001W","Harvard",1,1,1,2,"W","Y",1957,1957,1957,2012,"Y",1957,2012,"Y",NA,NA,"BEAL","S","LIVE",18,"1"
"TP1002E","Harvard",1,2,1,2,"E","Y",1967,1967,1967,2013,"Y",1967,2013,"Y",NA,NA,"TSCA","S","LIVE",13.9,"1"
"TP1002N","Harvard",1,2,1,2,"N","Y",1970,1970,1970,2013,"Y",1970,2013,"Y",NA,NA,"TSCA","S","LIVE",13.9,"1"
"TP1002W","Harvard",1,2,1,2,"W","Y",1963,1963,1963,2013,"Y",1963,2013,"Y",NA,NA,"TSCA","S","LIVE",13.9,"1"
"TP1003E","Harvard",1,3,1,2,"E","Y",1898,1898,1898,2012,"Y",1898,2012,"Y",NA,NA,"ACRU","I","LIVE",14,"1"
"TP1003N","Harvard",1,3,1,2,"N","Y",1901,1901,1901,2012,"Y",1901,2012,"Y",NA,NA,"ACRU","I","LIVE",14,"1"
"TP1003S","Harvard",1,3,1,2,"S","Y",1904,1904,1904,2012,"Y",1904,2012,"Y",NA,NA,"ACRU","I","LIVE",14,"1"
"TP1004S","Harvard",1,4,1,2,"S","Y",1957,1957,1957,2013,"Y",1957,2013,"Y",NA,NA,"TSCA","S","LIVE",27.9,"1"
"TP1004E","Harvard",1,4,1,2,"E","Y",1959,1959,1959,2013,"Y",1959,2013,"Y",NA,NA,"TSCA","S","LIVE",27.9,"1"
"TP1004N","Harvard",1,4,1,2,"N","Y",1963,1963,1963,2013,"Y",1963,2013,"Y",NA,NA,"TSCA","S","LIVE",27.9,"1"
"TP1005E","Harvard",1,5,1,2,"E","Y",1960,1960,1960,2013,"Y",1960,2013,"Y",NA,NA,"TSCA","S","LIVE",17.4,"1"
"TP1005N","Harvard",1,5,1,2,"N","Y",1973,1973,1973,2013,"Y",1973,2013,"Y",NA,NA,"TSCA","S","LIVE",17.4,"1"
"TP1006E","Harvard",1,6,1,2,"E","Y",1956,1956,1956,2012,"Y",1956,2012,"Y",NA,NA,"BEAL","I","LIVE",12.4,"1"
"TP1006N","Harvard",1,6,1,2,"N","Y",1952,1952,1952,2012,"Y",1952,2012,"Y",NA,NA,"BEAL","I","LIVE",12.4,"1"
"TP1006S","Harvard",1,6,1,2,"S","Y",1951,1951,1951,2012,"Y",1951,2012,"Y",NA,NA,"BEAL","I","LIVE",12.4,"1"
"TP1007E","Harvard",1,7,1,2,"E","Y",1952,1952,1952,2012,"Y",1952,2012,"Y",NA,NA,"BEAL","I","LIVE",10.2,"1"
"TP1007N","Harvard",1,7,1,2,"N","Y",1953,1953,1953,2012,"Y",1953,2012,"Y",NA,NA,"BEAL","I","LIVE",10.2,"1"
"TP1007W","Harvard",1,7,1,2,"W","Y",1952,1952,1952,2012,"Y",1952,2012,"Y",NA,NA,"BEAL","I","LIVE",10.2,"1"
"TP1008N","Harvard",1,8,1,2,"N","Y",1925,1925,1925,2012,"Y",1925,2012,"Y",NA,NA,"ACRU","F","LIVE",20,"1"
"TP1008S","Harvard",1,8,1,2,"S","Y",1906,1906,1906,1966,"Y",1906,1966,"Y",NA,NA,"ACRU","F","LIVE",20,"1"
"TP1008W","Harvard",1,8,1,2,"W","Y",1924,1924,1924,2012,"Y",1924,2012,"Y",NA,NA,"ACRU","F","LIVE",20,"1"
"TP1009N","Harvard",1,9,1,2,"N","Y",1974,1974,1974,2013,"Y",1974,2013,"Y",NA,NA,"TSCA","D","LIVE",13.2,"1"
"TP1009E","Harvard",1,9,1,2,"E","Y",1974,1974,1974,2013,"Y",1974,2013,"Y",NA,NA,"TSCA","D","LIVE",13.2,"1"
"TP1009S","Harvard",1,9,1,2,"S","Y",1974,1974,1974,2013,"Y",1974,2013,"Y",NA,NA,"TSCA","D","LIVE",13.2,"1"
"TP1009W","Harvard",1,9,1,2,"W","Y",1974,1974,1974,2013,"Y",1974,2013,"Y",NA,NA,"TSCA","D","LIVE",13.2,"1"
"TP1011E","Harvard",1,11,1,2,"E","Y",1907,1907,1907,2012,"Y",1907,2012,"Y",NA,NA,"FAGR","S","LIVE",14.3,"1"
"TP1011N","Harvard",1,11,1,2,"N","Y",1907,1907,1907,2012,"Y",1907,2012,"Y",NA,NA,"FAGR","S","LIVE",14.3,"1"
"TP1011W","Harvard",1,11,1,2,"W","Y",1923,1923,1923,2012,"Y",1923,2012,"Y",NA,NA,"FAGR","S","LIVE",14.3,"1"
"TP1012E","Harvard",1,12,1,2,"E","Y",1908,1908,1908,2013,"Y",1908,2013,"Y",NA,NA,"QURU","D","LIVE",33.9,"1"
"TP1012N","Harvard",1,12,1,2,"N","Y",1898,1898,1898,2013,"Y",1898,2013,"Y",NA,NA,"QURU","D","LIVE",33.9,"1"
"TP1012S","Harvard",1,12,1,2,"S","Y",1908,1908,1908,2013,"Y",1908,2013,"Y",NA,NA,"QURU","D","LIVE",33.9,"1"
"TP1013W","Harvard",1,13,1,2,"W","Y",1950,1950,1950,2013,"Y",1950,2013,"Y",NA,NA,"TSCA","S","LIVE",24.3,"1"
"TP1013E","Harvard",1,13,1,2,"E","Y",1949,1949,1949,2013,"Y",1949,2013,"Y",NA,NA,"TSCA","S","LIVE",24.3,"1"
"TP1013S","Harvard",1,13,1,2,"S","Y",1954,1954,1954,2013,"Y",1954,2013,"Y",NA,NA,"TSCA","S","LIVE",24.3,"1"
"TP1014E","Harvard",1,14,1,2,"E","Y",1898,1898,1898,2011,"Y",1898,2011,"Y",NA,NA,"QURU","SNAG","DEAD",31.7,"1"
"TP1014W","Harvard",1,14,1,2,"W","Y",1898,1898,1898,2012,"Y",1898,2012,"Y",NA,NA,"QURU","SNAG","DEAD",31.7,"1"
"TP1015N","Harvard",1,15,1,2,"N","Y",1897,1897,1897,2012,"Y",1897,2012,"Y",NA,NA,"ACRU","I","LIVE",17.3,"1"
"TP1015E","Harvard",1,15,1,2,"E","Y",1897,1897,1897,2012,"Y",1897,2012,"Y",NA,NA,"ACRU","I","LIVE",17.3,"1"
"TP1015S","Harvard",1,15,1,2,"S","Y",1920,1920,1920,2012,"Y",1920,2012,"Y",NA,NA,"ACRU","I","LIVE",17.3,"1"
"TP1016E","Harvard",1,16,1,2,"E","Y",1967,1967,1967,2013,"Y",1967,2013,"Y",NA,NA,"TSCA","S","LIVE",16.8,"1"
"TP1016N","Harvard",1,16,1,2,"N","Y",1968,1968,1968,2013,"Y",1968,2013,"Y",NA,NA,"TSCA","S","LIVE",16.8,"1"
"TP1016W","Harvard",1,16,1,2,"W","Y",1967,1967,1967,2013,"Y",1967,2013,"Y",NA,NA,"TSCA","S","LIVE",16.8,"1"
"TP1017N","Harvard",1,17,1,2,"N","Y",1900,1900,1900,2013,"Y",1900,2013,"Y",NA,NA,"QURU","D","LIVE",40.6,"1"
"TP1017S","Harvard",1,17,1,2,"S","Y",1906,1906,1906,2013,"Y",1906,2013,"Y",NA,NA,"QURU","D","LIVE",40.6,"1"
"TP1017W","Harvard",1,17,1,2,"W","Y",1901,1901,1901,2013,"Y",1901,2013,"Y",NA,NA,"QURU","D","LIVE",40.6,"1"
"TP1018E","Harvard",1,18,1,2,"E","Y",1946,1946,1946,2013,"Y",1946,2013,"Y",NA,NA,"TSCA","S","LIVE",23.2,"1"
"TP1018S","Harvard",1,18,1,2,"S","Y",1952,1952,1952,2013,"Y",1952,2013,"Y",NA,NA,"TSCA","S","LIVE",23.2,"1"
"TP1018W","Harvard",1,18,1,2,"W","Y",1954,1954,1954,2013,"Y",1954,2013,"Y",NA,NA,"TSCA","S","LIVE",23.2,"1"
"TP1019W","Harvard",1,19,1,2,"W","Y",1959,1959,1959,2013,"Y",1959,2013,"Y",NA,NA,"TSCA","S","LIVE",16.4,"1"
"TP1019E","Harvard",1,19,1,2,"E","Y",1955,1955,1955,2013,"Y",1955,2013,"Y",NA,NA,"TSCA","S","LIVE",16.4,"1"
"TP1019N","Harvard",1,19,1,2,"N","Y",1960,1960,1960,2013,"Y",1960,2013,"Y",NA,NA,"TSCA","S","LIVE",16.4,"1"
"TP1020N","Harvard",1,20,1,2,"N","Y",1954,1954,1954,2012,"Y",1954,2012,"Y",NA,NA,"BEAL","I","LIVE",12.3,"1"
"TP1020S","Harvard",1,20,1,2,"S","Y",1949,1949,1949,2012,"Y",1949,2012,"Y",NA,NA,"BEAL","I","LIVE",12.3,"1"
"TP1020W","Harvard",1,20,1,2,"W","Y",1955,1955,1955,2012,"Y",1955,2012,"Y",NA,NA,"BEAL","I","LIVE",12.3,"1"
"TP1021N","Harvard",1,21,1,2,"N","Y",1899,1899,1899,1989,"Y",1899,1989,"Y",NA,NA,"QURU","SNAG","DEAD",21.3,"1"
"TP1021S","Harvard",1,21,1,2,"S","Y",1899,1899,1899,1990,"Y",1899,1990,"Y",NA,NA,"QURU","SNAG","DEAD",21.3,"1"
"TP1021W","Harvard",1,21,1,2,"W","Y",1899,1899,1899,1988,"Y",1899,1988,"Y",NA,NA,"QURU","SNAG","DEAD",21.3,"1"
"TP1022E","Harvard",1,22,1,2,"E","Y",1900,1900,1900,2013,"Y",1900,2013,"Y",NA,NA,"QURU","D","LIVE",36.5,"1"
"TP1022S","Harvard",1,22,1,2,"S","Y",1918,1918,1918,2013,"Y",1918,2013,"Y",NA,NA,"QURU","D","LIVE",36.5,"1"
"TP1022W","Harvard",1,22,1,2,"W","Y",1917,1917,1917,2013,"Y",1917,2013,"Y",NA,NA,"QURU","D","LIVE",36.5,"1"
"TP1023W","Harvard",1,23,1,2,"W","Y",1902,1902,1902,1991,"Y",1902,1991,"Y",NA,NA,"QURU","SNAG","DEAD",23.4,"1"
"TP1023N","Harvard",1,23,1,2,"N","Y",1902,1902,1902,1991,"Y",1902,1991,"Y",NA,NA,"QURU","SNAG","DEAD",23.4,"1"
"TP1023S","Harvard",1,23,1,2,"S","Y",1902,1902,1902,1981,"Y",1902,1981,"Y",NA,NA,"QURU","SNAG","DEAD",23.4,"1"
"TP1024E","Harvard",1,24,1,2,"E","Y",1920,1920,1920,2012,"Y",1920,2012,"Y",NA,NA,"BEAL","I","LIVE",37.9,"1"
"TP1024N","Harvard",1,24,1,2,"N","Y",1904,1904,1904,2012,"Y",1904,2012,"Y",NA,NA,"BEAL","I","LIVE",37.9,"1"
"TP1024W","Harvard",1,24,1,2,"W","Y",1918,1918,1918,2012,"Y",1918,2012,"Y",NA,NA,"BEAL","I","LIVE",37.9,"1"
"TP1025E","Harvard",1,25,1,2,"E","Y",1906,1906,1906,2013,"Y",1906,2013,"Y",NA,NA,"QURU","D","LIVE",37.7,"1"
"TP1025N","Harvard",1,25,1,2,"N","Y",1896,1896,1896,2013,"Y",1896,2013,"Y",NA,NA,"QURU","D","LIVE",37.7,"1"
"TP1025S","Harvard",1,25,1,2,"S","Y",1909,1909,1909,2013,"Y",1909,2013,"Y",NA,NA,"QURU","D","LIVE",37.7,"1"
"TP1026E","Harvard",1,26,1,2,"E","Y",1952,1952,1952,2013,"Y",1952,2013,"Y",NA,NA,"TSCA","S","LIVE",10.6,"1"
"TP1026N","Harvard",1,26,1,2,"N","Y",1944,1944,1944,2013,"Y",1944,2013,"Y",NA,NA,"TSCA","S","LIVE",10.6,"1"
"TP1026W","Harvard",1,26,1,2,"W","Y",1952,1952,1952,2013,"Y",1952,2013,"Y",NA,NA,"TSCA","S","LIVE",10.6,"1"
"TP1027S","Harvard",1,27,1,2,"S","Y",1956,1956,1956,2013,"Y",1956,2013,"Y",NA,NA,"TSCA","S","LIVE",18.4,"1"
"TP1027E","Harvard",1,27,1,2,"E","Y",1951,1951,1951,2013,"Y",1951,2013,"Y",NA,NA,"TSCA","S","LIVE",18.4,"1"
"TP1027N","Harvard",1,27,1,2,"N","Y",1956,1956,1956,2013,"Y",1956,2013,"Y",NA,NA,"TSCA","S","LIVE",18.4,"1"
"TP1028W","Harvard",1,28,1,2,"W","Y",1969,1969,1969,2013,"Y",1969,2013,"Y",NA,NA,"TSCA","S","LIVE",19.5,"1"
"TP1028S","Harvard",1,28,1,2,"S","Y",1960,1960,1960,2012,"Y",1960,2012,"Y",NA,NA,"TSCA","S","LIVE",19.5,"1"
"TP1028E","Harvard",1,28,1,2,"E","Y",1955,1955,1955,2013,"Y",1955,2013,"Y",NA,NA,"TSCA","S","LIVE",19.5,"1"
"TP1029E","Harvard",1,29,1,2,"E","Y",1964,1964,1964,2013,"Y",1964,2013,"Y",NA,NA,"TSCA","S","LIVE",10.8,"1"
"TP1029N","Harvard",1,29,1,2,"N","Y",1970,1970,1970,2013,"Y",1970,2013,"Y",NA,NA,"TSCA","S","LIVE",10.8,"1"
"TP1029S","Harvard",1,29,1,2,"S","Y",1970,1970,1970,2013,"Y",1970,2013,"Y",NA,NA,"TSCA","S","LIVE",10.8,"1"
"TP1029W","Harvard",1,29,1,2,"W","Y",1964,1964,1964,2013,"Y",1964,2013,"Y",NA,NA,"TSCA","S","LIVE",10.8,"1"
"TP1031N","Harvard",1,31,1,2,"N","Y",1899,1899,1899,2012,"Y",1899,2012,"Y",NA,NA,"ACRU","I","LIVE",19,"1"
"TP1031S","Harvard",1,31,1,2,"S","Y",1899,1899,1899,2012,"Y",1899,2012,"Y",NA,NA,"ACRU","I","LIVE",19,"1"
"TP1031W","Harvard",1,31,1,2,"W","Y",1897,1897,1897,2012,"Y",1897,2012,"Y",NA,NA,"ACRU","I","LIVE",19,"1"
"TP1032E","Harvard",1,32,1,2,"E","Y",1959,1959,1959,2013,"Y",1959,2013,"Y",NA,NA,"TSCA","S","LIVE",18,"1"
"TP1032N","Harvard",1,32,1,2,"N","Y",1973,1973,1973,2013,"Y",1973,2013,"Y",NA,NA,"TSCA","S","LIVE",18,"1"
"TP1032W","Harvard",1,32,1,2,"W","Y",1974,1974,1974,2013,"Y",1974,2013,"Y",NA,NA,"TSCA","S","LIVE",18,"1"
"TP1033W","Harvard",1,33,1,2,"W","Y",1951,1951,1951,2013,"Y",1951,2013,"Y",NA,NA,"TSCA","S","LIVE",12.7,"1"
"TP1033N","Harvard",1,33,1,2,"N","Y",1969,1969,1969,2013,"Y",1969,2013,"Y",NA,NA,"TSCA","S","LIVE",12.7,"1"
"TP1033S","Harvard",1,33,1,2,"S","Y",1969,1969,1969,2012,"Y",1969,2012,"Y",NA,NA,"TSCA","S","LIVE",12.7,"1"
"TP1034E","Harvard",1,34,1,2,"E","Y",1904,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"QURU","D","LIVE",47.3,"1"
"TP1034S","Harvard",1,34,1,2,"S","Y",1901,1901,1901,2013,"Y",1901,2013,"Y",NA,NA,"QURU","D","LIVE",47.3,"1"
"TP1034W","Harvard",1,34,1,2,"W","Y",1903,1903,1903,2013,"Y",1903,2013,"Y",NA,NA,"QURU","D","LIVE",47.3,"1"
"TP1035E","Harvard",1,35,1,2,"E","Y",1951,1951,1951,2013,"Y",1951,2013,"Y",NA,NA,"TSCA","S","LIVE",22.4,"1"
"TP1035N","Harvard",1,35,1,2,"N","Y",1951,1951,1951,2013,"Y",1951,2013,"Y",NA,NA,"TSCA","S","LIVE",22.4,"1"
"TP1035S","Harvard",1,35,1,2,"S","Y",1951,1951,1951,2013,"Y",1951,2013,"Y",NA,NA,"TSCA","S","LIVE",22.4,"1"
"TP1036E","Harvard",1,36,1,2,"E","Y",1960,1960,1960,2013,"Y",1960,2013,"Y",NA,NA,"TSCA","S","LIVE",12.4,"1"
"TP1036N","Harvard",1,36,1,2,"N","Y",1957,1957,1957,2012,"Y",1957,2012,"Y",NA,NA,"TSCA","S","LIVE",12.4,"1"
"TP1036S","Harvard",1,36,1,2,"S","Y",1957,1957,1957,2013,"Y",1957,2013,"Y",NA,NA,"TSCA","S","LIVE",12.4,"1"
"TP1036W","Harvard",1,36,1,2,"W","Y",1960,1960,1960,2013,"Y",1960,2013,"Y",NA,NA,"TSCA","S","LIVE",12.4,"1"
"TP1038S","Harvard",1,38,1,2,"S","Y",1914,1914,1914,2012,"Y",1914,2012,"Y",NA,NA,"ACRU","S","LIVE",19.7,"1"
"TP1038E","Harvard",1,38,1,2,"E","Y",1943,1943,1943,2012,"Y",1943,2012,"Y",NA,NA,"ACRU","S","LIVE",19.7,"1"
"TP1038N","Harvard",1,38,1,2,"N","Y",1932,1932,1932,2012,"Y",1932,2012,"Y",NA,NA,"ACRU","S","LIVE",19.7,"1"
"TP1039E","Harvard",1,39,1,2,"E","Y",1906,1906,1906,2013,"Y",1906,2013,"Y",NA,NA,"QURU","I","LIVE",53,"1"
"TP1039S","Harvard",1,39,1,2,"S","Y",1916,1916,1916,2013,"Y",1916,2013,"Y",NA,NA,"QURU","I","LIVE",53,"1"
"TP1039W","Harvard",1,39,1,2,"W","Y",1900,1900,1900,2013,"Y",1900,2013,"Y",NA,NA,"QURU","I","LIVE",53,"1"
"TP1040E","Harvard",1,40,1,2,"E","Y",1961,1961,1961,2012,"Y",1961,2012,"Y",NA,NA,"FAGR","I","LIVE",13.3,"1"
"TP1040N","Harvard",1,40,1,2,"N","Y",1957,1957,1957,2012,"Y",1957,2012,"Y",NA,NA,"FAGR","I","LIVE",13.3,"1"
"TP1040W","Harvard",1,40,1,2,"W","Y",1961,1961,1961,2012,"Y",1961,2012,"Y",NA,NA,"FAGR","I","LIVE",13.3,"1"
"TP1041S","Harvard",1,41,1,2,"S","Y",1971,1971,1971,2013,"Y",1971,2013,"Y",NA,NA,"TSCA","S","LIVE",16.4,"1"
"TP1042E","Harvard",1,42,1,2,"E","Y",1908,1908,1908,2013,"Y",1908,2013,"Y",NA,NA,"QURU","D","LIVE",32.8,"1"
"TP1042N","Harvard",1,42,1,2,"N","Y",1896,1896,1896,2013,"Y",1896,2013,"Y",NA,NA,"QURU","D","LIVE",32.8,"1"
"TP1042S","Harvard",1,42,1,2,"S","Y",1896,1896,1896,2013,"Y",1896,2013,"Y",NA,NA,"QURU","D","LIVE",32.8,"1"
"TP1043W","Harvard",1,43,1,2,"W","Y",1899,1899,1899,2014,"Y",1899,2014,"Y",NA,NA,"QURU","C","LIVE",37.7,"1"
"TP1043E","Harvard",1,43,1,2,"E","Y",1899,1899,1899,2014,"Y",1899,2014,"Y",NA,NA,"QURU","C","LIVE",37.7,"1"
"TP1044W","Harvard",1,44,1,2,"W","Y",1898,1898,1898,2014,"Y",1898,2014,"Y",NA,NA,"QURU","C","LIVE",43.3,"1"
"TP1044E","Harvard",1,44,1,2,"E","Y",1899,1899,1899,2014,"Y",1899,2014,"Y",NA,NA,"QURU","C","LIVE",43.3,"1"
"TP1045E","Harvard",1,45,1,2,"E","Y",1953,1953,1953,2014,"Y",1953,2014,"Y",NA,NA,"TSCA","S","LIVE",20.7,"1"
"TP1045W","Harvard",1,45,1,2,"W","Y",1953,1953,1953,2014,"Y",1953,2014,"Y",NA,NA,"TSCA","S","LIVE",20.7,"1"
"TP1046E","Harvard",1,46,1,2,"E","Y",1924,1924,1924,2014,"Y",1924,2014,"Y",NA,NA,"QURU","C","LIVE",34,"1"
"TP1046W","Harvard",1,46,1,2,"W","Y",1913,1913,1913,2014,"Y",1913,2014,"Y",NA,NA,"QURU","C","LIVE",34,"1"
"TP1047N","Harvard",1,47,1,2,"N","Y",1903,1903,1903,2014,"Y",1903,2014,"Y",NA,NA,"QURU","C","LIVE",44.2,"1"
"TP1047S","Harvard",1,47,1,2,"S","Y",1898,1898,1898,2014,"Y",1898,2014,"Y",NA,NA,"QURU","C","LIVE",44.2,"1"
"TP1048E","Harvard",1,48,1,2,"E","Y",1906,1906,1906,2014,"Y",1906,2014,"Y",NA,NA,"PIST","S","LIVE",23.5,"1"
"TP1048W","Harvard",1,48,1,2,"W","Y",1906,1906,1906,2014,"Y",1906,2014,"Y",NA,NA,"PIST","S","LIVE",23.5,"1"
"TP1049E","Harvard",1,49,1,2,"E","Y",1902,1902,1902,2014,"Y",1902,2014,"Y",NA,NA,"QUVE","C","LIVE",28,"1"
"TP1049W","Harvard",1,49,1,2,"W","Y",1902,1902,1902,2014,"Y",1902,2014,"Y",NA,NA,"QUVE","C","LIVE",28,"1"
"TP1050S","Harvard",1,50,1,2,"S","Y",1904,1904,1904,2005,"Y",1904,2005,"Y",NA,NA,"QURU","I","LIVE",27.1,"1"
"TP1050N","Harvard",1,50,1,2,"N","Y",1904,1904,1904,2014,"Y",1904,2014,"Y",NA,NA,"QURU","I","LIVE",27.1,"1"
"TP1051N","Harvard",1,51,1,2,"N","Y",1923,1923,1923,2014,"Y",1923,2014,"Y",NA,NA,"TSCA","S","LIVE",30.6,"1"
"TP1051S","Harvard",1,51,1,2,"S","Y",1923,1923,1923,2014,"Y",1923,2014,"Y",NA,NA,"TSCA","S","LIVE",30.6,"1"
"TP1052N","Harvard",1,52,1,2,"N","Y",1904,1904,1904,2014,"Y",1904,2014,"Y",NA,NA,"QURU","C","LIVE",37.3,"1"
"TP1052W","Harvard",1,52,1,2,"W","Y",1904,1904,1904,2014,"Y",1904,2014,"Y",NA,NA,"QURU","C","LIVE",37.3,"1"
"TP1053S","Harvard",1,53,1,2,"S","Y",1905,1905,1905,2014,"Y",1905,2014,"Y",NA,NA,"QURU","D","LIVE",44,"1"
"TP1053W","Harvard",1,53,1,2,"W","Y",1900,1900,1900,2014,"Y",1900,2014,"Y",NA,NA,"QURU","D","LIVE",44,"1"
"TP1054N","Harvard",1,54,1,2,"N","Y",1901,1901,1901,2014,"Y",1901,2014,"Y",NA,NA,"QURU","C","LIVE",32.8,"1"
"TP1054S","Harvard",1,54,1,2,"S","Y",1900,1900,1900,2014,"Y",1900,2014,"Y",NA,NA,"QURU","C","LIVE",32.8,"1"
"TP1055N","Harvard",1,55,1,2,"N","Y",1909,1909,1909,1941,"Y",1909,1941,"Y",NA,NA,"QURU","S","LIVE",27.5,"1"
"TP1055S","Harvard",1,55,1,2,"S","Y",1909,1909,1909,2014,"Y",1909,2014,"Y",NA,NA,"QURU","S","LIVE",27.5,"1"
"TP1056N","Harvard",1,56,1,2,"N","Y",1908,1908,1908,2014,"Y",1908,2014,"Y",NA,NA,"QURU","C","LIVE",41,"1"
